X,Y,record_id,street_num,street_dir,street_name,date_status,address_id,parcel_id,lon,lat,ObjectId
-83.087269,42.380564,VPO2011-03556,751,,CLAIRMOUNT,2022/05/04 04:00:00+00,344110,04002447.,-83.087269,42.380564,1
-83.058214,42.438002,VPO2023-00230,19455,,EUREKA,2023/02/21 05:00:00+00,291700,13018561-2,-83.058214,42.438002,2
-83.211644,42.443471,VPO2011-05004,20543,,FERGUSON,2023/04/05 04:00:00+00,73135,22063524.,-83.211644,42.443471,3
-83.233315,42.363661,VPO2023-00232,9346,,AUBURN,2023/02/15 05:00:00+00,173604,22092326-7,-83.233315,42.363661,4
-83.220578,42.344355,VPO2011-05239,7264,,FAUST,2023/09/21 04:00:00+00,161210,22078398.,-83.220578,42.344355,5
-83.164606,42.366809,VPO2023-00234,9547,,MENDOTA,2023/02/15 05:00:00+00,202556,18017308.,-83.164606,42.366809,6
-83.095327,42.318885,VPO2011-06080,1601,,CLARK,2023/12/19 05:00:00+00,178373,14010191.,-83.095327,42.318885,7
-83.210915,42.408645,VPO2023-00235,16103,,BILTMORE,2023/02/15 05:00:00+00,138021,22064476.,-83.210915,42.408645,8
-83.106757,42.383611,VPO2011-06245,2005,,LAWRENCE,2024/02/12 05:00:00+00,51115,08003328.,-83.106757,42.383611,9
-83.1299,42.412303,VPO2023-00236,16250,,LAWTON,2023/02/15 05:00:00+00,29027,12006207.,-83.1299,42.412303,10
-83.257316,42.415897,VPO2011-07779,17224,,LAHSER,2023/09/13 04:00:00+00,390727,22113377.,-83.257316,42.415897,11
-83.008379,42.344628,VPO2023-00237,6431,E,JEFFERSON,2023/02/15 05:00:00+00,536396,15000032.,-83.008379,42.344628,12
-83.093189,42.371747,VPO2011-09852,1612,W,EUCLID,2023/12/15 05:00:00+00,535612,08002127.,-83.093189,42.371747,13
-83.109401,42.356276,VPO2023-00238,6855,,VINEWOOD,2023/02/15 05:00:00+00,349738,14001548.,-83.109401,42.356276,14
-83.093864,42.37104,VPO2011-09914,1667,W,EUCLID,2023/12/15 05:00:00+00,58397,08002057.,-83.093864,42.37104,15
-82.945772,42.414594,VPO2023-00239,9661,,EVERTS,2023/03/01 05:00:00+00,296518,21072700.,-82.945772,42.414594,16
-83.090805,42.372159,VPO2011-09936,1463,W,EUCLID,2023/12/11 05:00:00+00,59153,06001860.,-83.090805,42.372159,17
-83.008714,42.360951,VPO2023-00240,2900,,FIELD,2023/03/01 05:00:00+00,546475,17013598.,-83.008714,42.360951,18
-83.094214,42.36116,VPO2011-10192,2218,,FERRY PARK,2022/11/01 04:00:00+00,539191,10000997.,-83.094214,42.36116,19
-83.082438,42.354765,VPO2023-00243,5278,,AVERY,2023/03/01 05:00:00+00,46808,08007056.,-83.082438,42.354765,20
-83.143804,42.377902,VPO2012-00618,12127,,PRAIRIE,2023/05/16 04:00:00+00,75706,16023411.,-83.143804,42.377902,21
-82.932802,42.36297,VPO2023-00244,233,,ASHLAND,2023/02/16 05:00:00+00,337972,21062586.,-82.932802,42.36297,22
-82.948089,42.396652,VPO2012-01569,4682,,BEACONSFIELD,2023/04/11 04:00:00+00,310310,21065668.,-82.948089,42.396652,23
-83.03122,42.422443,VPO2023-00245,6820,,EDGETON,2023/03/01 05:00:00+00,266353,15003627.,-83.03122,42.422443,24
-82.963363,42.400659,VPO2012-01780,5732,,LAKEWOOD,2023/02/09 05:00:00+00,312514,21054703.,-82.963363,42.400659,25
-83.008374,42.355082,VPO2023-00246,1840,,HELEN,2023/02/16 05:00:00+00,330213,15008722.002L,-83.008374,42.355082,26
-83.168177,42.442964,VPO2012-01844,20253,,PINEHURST,2023/10/17 04:00:00+00,15824,16044074.,-83.168177,42.442964,27
-82.988292,42.357654,VPO2023-00247,1091,,HIBBARD,2023/03/01 05:00:00+00,348219,19008965-72,-82.988292,42.357654,28
-83.194405,42.437438,VPO2012-03842,19819,,JAMES COUZENS,2023/10/25 04:00:00+00,380910,22019523-31,-83.194405,42.437438,29
-83.000633,42.381683,VPO2023-00251,5044,,MCCLELLAN,2023/03/01 05:00:00+00,301030,19006842.,-83.000633,42.381683,30
-83.143216,42.428511,VPO2012-04532,18630,,SANTA ROSA,2023/09/19 04:00:00+00,6415,16020244.,-83.143216,42.428511,31
-83.159267,42.400521,VPO2023-00252,15014,,WYOMING,2023/03/01 05:00:00+00,485985,16037444.,-83.159267,42.400521,32
-83.188248,42.40674,VPO2012-04923,15757,,STRATHMOOR,2022/02/24 05:00:00+00,142174,22038336.,-83.188248,42.40674,33
-83.167347,42.416484,VPO2023-00254,10621,,MCNICHOLS,2023/02/27 05:00:00+00,535135,16008048-9,-83.167347,42.416484,34
-82.964168,42.365283,VPO2012-05322,630,,LYCASTE,2023/02/15 05:00:00+00,540037,21044901.,-82.964168,42.365283,35
-83.147278,42.417339,VPO2023-00255,7546,,MCNICHOLS,2023/02/27 05:00:00+00,536532,16008259.,-83.147278,42.417339,36
-83.246621,42.359605,VPO2014-00516,9028,,TRINITY,2022/10/26 04:00:00+00,167665,22108319.,-83.246621,42.359605,37
-83.099706,42.322973,VPO2023-00256,2304,,MCKINSTRY,2023/02/20 05:00:00+00,219385,14000442.,-83.099706,42.322973,38
-82.969289,42.421031,VPO2014-00539,14825,,HOUSTON-WHITTIER,2023/08/14 04:00:00+00,77766,21014565.,-82.969289,42.421031,39
-83.160567,42.267169,VPO2023-00257,2940,,ELECTRIC,2023/02/20 05:00:00+00,910,20014156-7,-83.160567,42.267169,40
-83.039189,42.34187,VPO2015-00106,1325,,MAPLE,2023/10/12 04:00:00+00,411278,05000618-21,-83.039189,42.34187,41
-83.203383,42.422864,VPO2023-00258,15841,,CURTIS,2023/03/31 04:00:00+00,65368,22014732-3,-83.203383,42.422864,42
-83.048769,42.36323,VPO2015-00371,1599,EAST,WARREN,2022/12/22 05:00:00+00,535585,07001366-98,-83.048769,42.36323,43
-83.130043,42.415674,VPO2023-00259,16846,,LAWTON,2023/02/20 05:00:00+00,28412,12006238.,-83.130043,42.415674,44
-83.094446,42.330805,VPO2016-00285,810,W,GRAND BLVD,2024/01/10 05:00:00+00,151587,12009814.,-83.094446,42.330805,45
-82.972668,42.424047,VPO2023-00261,14515,,YOUNG,2023/02/20 05:00:00+00,73919,21015927.,-82.972668,42.424047,46
-83.165835,42.412846,VPO2017-00109,16555,,MENDOTA,2023/04/27 04:00:00+00,98106,16043396.,-83.165835,42.412846,47
-82.974334,42.439722,VPO2023-00264,14658,,GRATIOT,2023/02/20 05:00:00+00,351596,21028526.,-82.974334,42.439722,48
-83.12291,42.389438,VPO2017-00639,2752,,GLENDALE,2023/05/21 04:00:00+00,37988,10003973.,-83.12291,42.389438,49
-82.992304,42.369982,VPO2023-00265,3238,,MCCLELLAN,2023/02/21 05:00:00+00,335205,19006733.,-82.992304,42.369982,50
-82.985259,42.390891,VPO2023-00267,11457,,SHOEMAKER,2023/03/01 05:00:00+00,,,-82.985259,42.390891,51
-83.01384,42.360712,VPO2023-00269,3101,,CANTON,2023/03/01 05:00:00+00,542125,15010471.,-83.01384,42.360712,52
-83.256565,42.416364,VPO2023-00270,21702,WEST,GRAND RIVER,2023/02/22 05:00:00+00,535949,22007830.,-83.256565,42.416364,53
-82.993359,42.377778,VPO2023-00272,4254,,CADILLAC,2023/04/05 04:00:00+00,299772,19005035.,-82.993359,42.377778,54
-83.00989,42.3847,VPO2023-00273,5786,,FISCHER,2023/03/10 05:00:00+00,37992,19010668.,-83.00989,42.3847,55
-83.15984,42.413485,VPO2023-00274,16590,,WYOMING,2023/03/01 05:00:00+00,470100,16037590.,-83.15984,42.413485,56
-82.96975,42.437301,VPO2023-00275,14797,,LAPPIN,2023/03/01 05:00:00+00,147893,21021824.,-82.96975,42.437301,57
-82.957883,42.404286,VPO2023-00280,5916,,WAYBURN,2023/03/01 05:00:00+00,322871,21063506.,-82.957883,42.404286,58
-83.152372,42.327523,VPO2023-00282,4369,,WESTERN,2023/02/23 05:00:00+00,161490,20010810-2,-83.152372,42.327523,59
-83.151823,42.327555,VPO2023-00283,4360,,WESTERN,2023/02/23 05:00:00+00,161508,20010782.,-83.151823,42.327555,60
-82.983622,42.435173,VPO2023-00284,13713,,SEVEN MILE,2023/03/01 05:00:00+00,535366,21021097.,-82.983622,42.435173,61
-83.154586,42.403212,VPO2023-00285,15341,,CHERRYLAWN,2023/03/01 05:00:00+00,91379,16033382.,-83.154586,42.403212,62
-83.087489,42.440175,VPO2023-00286,1619,E,STATE FAIR,2023/02/24 05:00:00+00,535617,09008146.,-83.087489,42.440175,63
-83.075834,42.414029,VPO2023-00287,13858,,FLEMING,2023/03/01 05:00:00+00,543918,09014453.,-83.075834,42.414029,64
-83.158587,42.366443,VPO2023-00288,10000,,Chicago,2023/02/24 05:00:00+00,350517,18005685-719,-83.158587,42.366443,65
-83.15928,42.41193,VPO2023-00289,16253,,KENTUCKY,2023/03/01 05:00:00+00,546402,16036971.,-83.15928,42.41193,66
-83.25752,42.400441,VPO2023-00290,22030,,FENKELL,2023/07/25 04:00:00+00,545497,22011237.,-83.25752,42.400441,67
-83.166233,42.359617,VPO2023-00291,8852,,MANOR,2023/03/01 05:00:00+00,199717,18018107.,-83.166233,42.359617,68
-83.255831,42.414972,VPO2023-00293,21640,W,MCNICHOLS,2023/03/01 05:00:00+00,99568,22013577.,-83.255831,42.414972,69
-82.950256,42.40688,VPO2023-00294,5903,,CHATSWORTH,2023/03/01 05:00:00+00,322261,21068989.,-82.950256,42.40688,70
-82.950121,42.406606,VPO2023-00295,5807,,CHATSWORTH,2023/03/01 05:00:00+00,322533,21068990.,-82.950121,42.406606,71
-83.206292,42.374509,VPO2023-00296,11739,,METTETAL,2023/03/01 05:00:00+00,213051,22060675.,-83.206292,42.374509,72
-82.962296,42.433766,VPO2023-00297,15430,,EASTWOOD,2023/03/14 04:00:00+00,154968,21019346.,-82.962296,42.433766,73
-83.020652,42.36932,VPO2023-00301,6678,,GRATIOT,2023/03/01 05:00:00+00,540118,15000337.,-83.020652,42.36932,74
-82.995682,42.413005,VPO2023-00302,11826,,SANFORD,2023/03/01 05:00:00+00,233702,21012068.,-82.995682,42.413005,75
-82.926521,42.420042,VPO2023-00304,6331,,FARMBROOK,2023/03/01 05:00:00+00,309991,21078109.,-82.926521,42.420042,76
-83.097357,42.323164,VPO2023-00306,4327,,TOLEDO,2023/03/01 05:00:00+00,219438,14000437.,-83.097357,42.323164,77
-83.172554,42.444712,VPO2023-00307,20517,,APPOLINE,2023/03/21 04:00:00+00,18567,22021373.,-83.172554,42.444712,78
-83.113932,42.358927,VPO2023-00308,7650,W,GRAND RIVER,2023/03/06 05:00:00+00,536534,14001645.,-83.113932,42.358927,79
-83.095218,42.365109,VPO2023-00311,7490,,HANOVER,2023/03/03 05:00:00+00,54096,08009168.,-83.095218,42.365109,80
-83.007824,42.390002,VPO2023-00312,9203,,Gratiot,2023/03/02 05:00:00+00,409797,19001712-3,-83.007824,42.390002,81
-82.949048,42.415567,VPO2023-00314,10230,,WHITTIER,2023/03/03 05:00:00+00,536701,21072276.,-82.949048,42.415567,82
-82.949378,42.415665,VPO2023-00316,10240,,WHITTIER,2023/03/03 05:00:00+00,350576,21072279-80,-82.949378,42.415665,83
-83.044367,42.365465,VPO2023-00319,2125,,THEODORE,2023/03/06 05:00:00+00,260849,09002560.,-83.044367,42.365465,84
-83.032771,42.350841,VPO2023-00320,2228,,GRATIOT,2023/03/11 05:00:00+00,434156,09001283.,-83.032771,42.350841,85
-83.097271,42.317331,VPO2023-00321,1543,,Lansing,2023/04/25 04:00:00+00,178246,16009813.,-83.097271,42.317331,86
-83.191156,42.368895,VPO2023-00322,9959,,TERRY,2023/03/11 05:00:00+00,207374,22043247.,-83.191156,42.368895,87
-83.191232,42.371651,VPO2023-00324,11387,,TERRY,2023/03/11 05:00:00+00,211958,22043224.,-83.191232,42.371651,88
-83.060921,42.427938,VPO2023-00325,18409,,SUNSET,2023/03/11 05:00:00+00,297189,13019831.,-83.060921,42.427938,89
-83.251377,42.432087,VPO2023-00326,19345,,BLACKSTONE,2023/03/06 05:00:00+00,98779,22109268.,-83.251377,42.432087,90
-82.997382,42.444054,VPO2023-00329,20020,,HAMBURG,2023/03/06 05:00:00+00,171358,21033840.,-82.997382,42.444054,91
-83.137156,42.405735,VPO2023-00330,15480,,HOLMUR,2023/03/11 05:00:00+00,30410,12012424.,-83.137156,42.405735,92
-83.021129,42.393874,VPO2023-00332,8076,,BADGER,2023/03/07 05:00:00+00,284792,17001479.,-83.021129,42.393874,93
-83.211995,42.364396,VPO2023-00333,9377,,MEMORIAL,2023/03/07 05:00:00+00,200171,22067870.,-83.211995,42.364396,94
-83.171675,42.358429,VPO2023-00334,13001,,JOY,2023/03/07 05:00:00+00,537274,22002078-9,-83.171675,42.358429,95
-83.052969,42.431069,VPO2023-00335,18690,,FENELON,2023/03/07 05:00:00+00,296022,13016980.,-83.052969,42.431069,96
-83.102828,42.333892,VPO2023-00336,3562,,SCOTTEN,2023/03/07 05:00:00+00,149990,14009587.,-83.102828,42.333892,97
-83.198627,42.390221,VPO2023-00338,14151,,GREENFIELD,2023/03/07 05:00:00+00,537634,22050902.,-83.198627,42.390221,98
-83.200039,42.426618,VPO2023-00342,18517,,GREENFIELD,2023/03/11 05:00:00+00,62446,22050625.,-83.200039,42.426618,99
-83.02044,42.362373,VPO2023-00343,3634,,MELDRUM,2023/03/11 05:00:00+00,330835,15013580.,-83.02044,42.362373,100
-83.142471,42.41076,VPO2023-00344,16156,,SANTA ROSA,2023/03/08 05:00:00+00,104228,16020105.,-83.142471,42.41076,101
-83.19542,42.405374,VPO2023-00348,15701,,SUSSEX,2023/03/11 05:00:00+00,141530,22046716.,-83.19542,42.405374,102
-83.025755,42.433196,VPO2023-00349,7587,,BRENTWOOD,2023/03/11 05:00:00+00,263651,15004844.,-83.025755,42.433196,103
-83.11252,42.437124,VPO2023-00351,908,W,LANTZ,2023/03/09 05:00:00+00,54979,01007534.,-83.11252,42.437124,104
-83.1371,42.380316,VPO2023-00352,4801,,STURTEVANT,2023/03/10 05:00:00+00,76618,14004706.,-83.1371,42.380316,105
-82.972502,42.445947,VPO2023-00355,14642,,BRINGARD,2023/03/10 05:00:00+00,191772,21026071.,-82.972502,42.445947,106
-83.073591,42.3372,VPO2023-00356,2908,,HARRISON,2023/03/10 05:00:00+00,254284,08006687.,-83.073591,42.3372,107
-83.13614,42.405426,VPO2023-00358,15456,,DEXTER,2023/03/11 05:00:00+00,7180,12010646-54,-83.13614,42.405426,108
-83.142554,42.412006,VPO2023-00360,16248,,SANTA ROSA,2023/03/11 05:00:00+00,104293,16020118.,-83.142554,42.412006,109
-83.143688,42.413051,VPO2023-00361,16546,,MONICA,2023/03/11 05:00:00+00,84650,16021248.,-83.143688,42.413051,110
-83.144132,42.413335,VPO2023-00362,16569,,MONICA,2023/03/11 05:00:00+00,84710,16021750.,-83.144132,42.413335,111
-83.14412,42.412651,VPO2023-00363,16519,,MONICA,2023/03/11 05:00:00+00,104284,16021757.,-83.14412,42.412651,112
-83.097835,42.424124,VPO2023-00365,17901,,BRUSH,2023/03/11 05:00:00+00,67056,01008837.,-83.097835,42.424124,113
-83.213269,42.422297,VPO2023-00366,18084,,LINDSAY,2023/03/11 05:00:00+00,79708,22066867.,-83.213269,42.422297,114
-83.157263,42.375279,VPO2023-00368,11720,,KENTUCKY,2023/03/13 04:00:00+00,205748,18015714.,-83.157263,42.375279,115
-82.996507,42.366395,VPO2023-00370,2958,,FISCHER,2023/03/23 04:00:00+00,334215,19010454.,-82.996507,42.366395,116
-83.239027,42.427306,VPO2023-00371,18903,,EVERGREEN,2023/05/12 04:00:00+00,103608,22096126.,-83.239027,42.427306,117
-83.143591,42.410938,VPO2023-00372,16170,,MONICA,2023/04/14 04:00:00+00,98157,16021228.,-83.143591,42.410938,118
-83.239221,42.372139,VPO2023-00373,20222,,PLYMOUTH,2023/03/23 04:00:00+00,539045,22005600-9,-83.239221,42.372139,119
-83.161196,42.266416,VPO2023-00374,3004,,ELECTRIC,2023/03/23 04:00:00+00,782,20014146.,-83.161196,42.266416,120
-83.003661,42.37451,VPO2023-00375,4410,,BURNS,2023/03/14 04:00:00+00,9599,17006253.,-83.003661,42.37451,121
-83.1167,42.377453,VPO2023-00377,2980,,GLYNN,2023/04/05 04:00:00+00,39106,12003039.,-83.1167,42.377453,122
-83.222109,42.441752,VPO2023-00378,20268,,ROSEMONT,2023/04/05 04:00:00+00,96440,22076715.,-83.222109,42.441752,123
-83.136918,42.372595,VPO2023-00379,11370,,BELLETERRE,2023/04/05 04:00:00+00,73831,16018408.,-83.136918,42.372595,124
-83.106455,42.433379,VPO2023-00380,19177,,DANBURY,2023/04/05 04:00:00+00,58732,01009227.,-83.106455,42.433379,125
-83.070696,42.421921,VPO2023-00381,17456,,MCDOUGALL,2023/04/05 04:00:00+00,280403,09010502.,-83.070696,42.421921,126
-83.016487,42.384437,VPO2023-00382,5939,,MAXWELL,2023/03/15 04:00:00+00,36968,17008524.,-83.016487,42.384437,127
-83.078482,42.421911,VPO2023-00383,17459,,GODDARD,2023/03/15 04:00:00+00,280543,09014316.,-83.078482,42.421911,128
-83.03797,42.4209,VPO2023-00385,17236,,MT ELLIOTT,2023/03/15 04:00:00+00,538342,15014260-7,-83.03797,42.4209,129
-83.081255,42.443082,VPO2023-00386,20145,,CONANT,2023/03/15 04:00:00+00,280375,09008464-7,-83.081255,42.443082,130
-83.08002,42.441284,VPO2023-00387,19983,,CONANT,2023/03/15 04:00:00+00,286462,09008491-4,-83.08002,42.441284,131
-83.149756,42.415723,VPO2023-00389,16748,,WOODINGHAM,2023/04/05 04:00:00+00,104402,16028396.,-83.149756,42.415723,132
-83.125611,42.334367,VPO2023-00391,6450,,PELOUZE,2023/03/16 04:00:00+00,215013,18002621.,-83.125611,42.334367,133
-83.107707,42.333466,VPO2023-00392,3849,,29TH,2023/03/16 04:00:00+00,148944,16010629.,-83.107707,42.333466,134
-83.228785,42.384307,VPO2023-00393,19120,,DAVISON,2023/03/16 04:00:00+00,114712,22008622-4,-83.228785,42.384307,135
-83.112401,42.430284,VPO2023-00394,677,,HOLLYWOOD,2023/04/05 04:00:00+00,60904,01006690.,-83.112401,42.430284,136
-83.038868,42.425711,VPO2023-00396,17855,,MT ELLIOTT,2023/04/13 04:00:00+00,272894,13009416.,-83.038868,42.425711,137
-83.093143,42.4323,VPO2023-00397,1022,,SEVEN MILE,2023/04/13 04:00:00+00,443307,09007552.,-83.093143,42.4323,138
-83.002133,42.368738,VPO2023-00398,8405,,MACK,2023/03/16 04:00:00+00,540407,17000373.,-83.002133,42.368738,139
-83.165738,42.366261,VPO2023-00400,10600,,CHICAGO,2023/03/17 04:00:00+00,385618,18005609.,-83.165738,42.366261,140
-83.131853,42.302228,VPO2023-00401,9109,,LONGWORTH,2023/04/13 04:00:00+00,47880,20002935.,-83.131853,42.302228,141
-83.210041,42.430482,VPO2023-00403,16412,W,7 MILE,2023/03/17 04:00:00+00,535643,22017163-5,-83.210041,42.430482,142
-83.112213,42.336232,VPO2023-00404,4800,,31ST,2023/08/14 04:00:00+00,424897,16011191.,-83.112213,42.336232,143
-83.139952,42.361926,VPO2023-00405,9071,,STOEPEL,2023/03/17 04:00:00+00,540589,16019848-51,-83.139952,42.361926,144
-83.257257,42.441496,VPO2023-00406,20314,,GREYDALE,2023/04/12 04:00:00+00,96166,22112800.,-83.257257,42.441496,145
-83.175473,42.411613,VPO2023-00407,16251,,CHEYENNE,2023/04/03 04:00:00+00,88223,22026051.,-83.175473,42.411613,146
-83.223947,42.443389,VPO2023-00408,20559,,GLASTONBURY,2023/04/03 04:00:00+00,97017,22082273.,-83.223947,42.443389,147
-83.176555,42.411112,VPO2023-00409,16215,,LITTLEFIELD,2023/04/03 04:00:00+00,88133,22027233.,-83.176555,42.411112,148
-83.278643,42.432624,VPO2023-00410,19362,,WOODBINE,2023/03/20 04:00:00+00,127799,22122888.003L,-83.278643,42.432624,149
-83.202753,42.376672,VPO2023-00411,12141,,RUTHERFORD,2023/04/03 04:00:00+00,207665,22056630-1,-83.202753,42.376672,150
-83.125684,42.38883,VPO2023-00412,3029,,BUENA VISTA,2023/04/15 04:00:00+00,409846,12004252.,-83.125684,42.38883,151
-83.009282,42.365972,VPO2023-00414,7627,,MACK,2023/03/20 04:00:00+00,333633,17000343.001,-83.009282,42.365972,152
-83.165118,42.363017,VPO2023-00415,9232,,PINEHURST,2023/03/20 04:00:00+00,197698,18017488.,-83.165118,42.363017,153
-83.187814,42.395484,VPO2023-00416,14557,,STRATHMOOR,2023/03/20 04:00:00+00,133416,22038417.,-83.187814,42.395484,154
-83.145243,42.352629,VPO2023-00419,8041,,BRYDEN,2023/03/21 04:00:00+00,191625,16024818.,-83.145243,42.352629,155
-83.157982,42.419474,VPO2023-00425,17344,,INDIANA,2023/04/15 04:00:00+00,20625,16035670.,-83.157982,42.419474,156
-83.141997,42.414134,VPO2023-00426,16627,,STOEPEL,2023/04/15 04:00:00+00,104374,16019494.,-83.141997,42.414134,157
-82.955981,42.417896,VPO2023-00427,11001,,WHITTIER,2023/06/28 04:00:00+00,536831,21072512-9,-82.955981,42.417896,158
-83.160584,42.445402,VPO2023-00428,8901,W,8 MILE,2023/04/15 04:00:00+00,398783,16009430.,-83.160584,42.445402,159
,,VPO2023-00429,166,,JUNCTION,2023/04/15 04:00:00+00,,,,,160
-83.253051,42.400583,VPO2023-00430,21452,,FENKELL,2023/03/21 04:00:00+00,508076,22011275.,-83.253051,42.400583,161
-82.987638,42.3756,VPO2023-00431,3730,,GARLAND,2023/04/15 04:00:00+00,544290,21037805.,-82.987638,42.3756,162
-83.225723,42.403976,VPO2023-00432,18722,,GRAND RIVER,2023/04/03 04:00:00+00,352620,22008093-6,-83.225723,42.403976,163
-83.201862,42.433475,VPO2023-00434,19358,,MONTROSE,2023/03/27 04:00:00+00,60315,22053124.,-83.201862,42.433475,164
-83.003611,42.376054,VPO2023-00435,4508,,FISCHER,2023/04/15 04:00:00+00,7935,19010562.,-83.003611,42.376054,165
-83.00033,42.370786,VPO2023-00438,3795,,FISCHER,2023/04/15 04:00:00+00,347430,17005978-9,-83.00033,42.370786,166
-82.999387,42.37121,VPO2023-00439,3795,,CRANE,2023/04/15 04:00:00+00,1374,19010234-5,-82.999387,42.37121,167
-82.999974,42.372038,VPO2023-00440,3861,,CRANE,2023/04/15 04:00:00+00,3099,19010223-4,-82.999974,42.372038,168
-82.981946,42.419185,VPO2023-00441,13084,,FILBERT,2023/04/15 04:00:00+00,238154,21012663.,-82.981946,42.419185,169
-82.962947,42.387811,VPO2023-00442,4307,,LENOX,2023/04/15 04:00:00+00,303471,21050003.,-82.962947,42.387811,170
-82.963409,42.388546,VPO2023-00443,4363,,LENOX,2023/04/15 04:00:00+00,304825,21049993.,-82.963409,42.388546,171
-83.137151,42.406798,VPO2023-00444,15726,,HOLMUR,2023/04/15 04:00:00+00,7603,12012435.,-83.137151,42.406798,172
-83.025415,42.357469,VPO2023-00445,3333,,HEIDELBERG,2023/03/22 04:00:00+00,316611,13001354.,-83.025415,42.357469,173
-83.130327,42.365615,VPO2023-00446,9204,W,GRAND RIVER,2023/03/22 04:00:00+00,524667,14001580-1,-83.130327,42.365615,174
-83.03185,42.356865,VPO2023-00447,2821,,HALE,2023/03/22 04:00:00+00,262215,11001456.,-83.03185,42.356865,175
-83.233162,42.364525,VPO2023-00448,19537,,CHICAGO,2023/04/15 04:00:00+00,175504,22003884-5,-83.233162,42.364525,176
-82.951463,42.437259,VPO2023-00449,19257,,KELLY,2023/03/28 04:00:00+00,538765,21057192-3,-82.951463,42.437259,177
-83.208986,42.423621,VPO2023-00450,18238,,ASBURY PARK,2023/03/28 04:00:00+00,61865,22061541.,-83.208986,42.423621,178
-83.128453,42.364841,VPO2023-00452,8952,W,GRAND RIVER,2023/03/23 04:00:00+00,513735,14001590.,-83.128453,42.364841,179
-82.927338,42.406721,VPO2023-00454,17228,,WARREN,2023/03/23 04:00:00+00,535696,21002232.,-82.927338,42.406721,180
-83.188941,42.358536,VPO2023-00455,14726,,JOY,2023/03/28 04:00:00+00,537818,22003119.,-83.188941,42.358536,181
-83.070158,42.373791,VPO2023-00457,324,,BETHUNE,2023/03/28 04:00:00+00,340741,01002089-90,-83.070158,42.373791,182
-83.131968,42.360478,VPO2023-00458,5504,S,MARTINDALE,2023/03/23 04:00:00+00,201814,16003776-7,-83.131968,42.360478,183
-82.988352,42.441896,VPO2023-00459,13330,,STATE FAIR,2023/04/15 04:00:00+00,216098,21024154.,-82.988352,42.441896,184
-82.994238,42.426602,VPO2023-00460,17390,,WALTHAM,2023/04/15 04:00:00+00,227808,21032580.,-82.994238,42.426602,185
-82.98079,42.436832,VPO2023-00461,19245,,HOYT,2023/04/15 04:00:00+00,221000,21029321.,-82.98079,42.436832,186
-83.161454,42.361049,VPO2023-00462,8986,,GRIGGS,2023/04/15 04:00:00+00,205126,18016756.,-83.161454,42.361049,187
-83.147978,42.436537,VPO2023-00463,19488,,PENNINGTON,2023/03/24 04:00:00+00,21255,16026386.,-83.147978,42.436537,188
-83.209853,42.431427,VPO2023-00465,19175,,ASBURY PARK,2023/03/24 04:00:00+00,53683,22061768.,-83.209853,42.431427,189
-83.208605,42.371688,VPO2023-00466,11415,,WOODMONT,2023/04/10 04:00:00+00,211868,22062972.,-83.208605,42.371688,190
-82.927758,42.415166,VPO2023-00469,5906,,HEREFORD,2023/03/24 04:00:00+00,308154,21077126.,-82.927758,42.415166,191
-83.027552,42.393809,VPO2023-00470,8903,,ST CYRIL,2023/03/27 04:00:00+00,540562,15006950.,-83.027552,42.393809,192
-83.285321,42.424665,VPO2023-00471,18494,,SALEM,2023/04/15 04:00:00+00,108502,22124348.,-83.285321,42.424665,193
-83.161428,42.359898,VPO2023-00472,8900,,GRIGGS,2023/05/12 04:00:00+00,201877,18016744.,-83.161428,42.359898,194
-82.975931,42.424002,VPO2023-00475,14255,,YOUNG,2023/04/15 04:00:00+00,73825,21015904.,-82.975931,42.424002,195
-83.120414,42.391189,VPO2023-00477,13106,,LINWOOD,2023/04/15 04:00:00+00,537303,10007485-9,-83.120414,42.391189,196
-83.176273,42.367832,VPO2023-00479,9636,,HARTWELL,2023/04/15 04:00:00+00,206081,22028470.,-83.176273,42.367832,197
-83.135746,42.408709,VPO2023-00480,15863,,BELDEN,2023/04/19 04:00:00+00,7187,12012322.,-83.135746,42.408709,198
-82.950203,42.409546,VPO2023-00482,15857,,Evanston St,2023/04/13 04:00:00+00,298717,21005343.,-82.950203,42.409546,199
-82.975844,42.437125,VPO2023-00486,14446,,GRATIOT,2023/03/28 04:00:00+00,493849,21028549-50,-82.975844,42.437125,200
-83.191931,42.408348,VPO2023-00487,15881,,LAUDER,2023/04/15 04:00:00+00,141056,22042355.,-83.191931,42.408348,201
-83.189184,42.387173,VPO2023-00488,13422,,MARLOWE,2023/04/15 04:00:00+00,137264,22040652.,-83.189184,42.387173,202
-83.165576,42.44484,VPO2023-00489,20514,,BIRWOOD,2023/03/29 04:00:00+00,19096,16042272.,-83.165576,42.44484,203
-83.165577,42.444621,VPO2023-00490,20500,,BIRWOOD,2023/03/29 04:00:00+00,18560,16042270.,-83.165577,42.444621,204
-83.121676,42.397399,VPO2023-00491,13923,,LA SALLE,2023/03/29 04:00:00+00,41712,10008782.,-83.121676,42.397399,205
-83.052205,42.361025,VPO2023-00492,4841,,RIVARD,2023/03/29 04:00:00+00,364019,05001991.,-83.052205,42.361025,206
-83.022866,42.391086,VPO2023-00493,8537,,VAN DYKE,2023/04/16 04:00:00+00,540449,15005632.,-83.022866,42.391086,207
